Berlin;8.47563333333;10.28745
Brisbane;18.0682583333;20.2479416667
Caracas;24.3957583333;25.7378333333
Fez;16.9241666667;18.285775
La Serena;6.350325;14.986875
Madrid;10.8646916667;12.4229083333
Melbourne;12.4162333333;14.2423
Mexico;15.222075;16.3645583333
Moscow;3.4834;5.65395
New York;8.9999;10.598925
Peking;11.2299833333;13.1387416667
Sacramento;13.9542166667;15.126675
Shanghai;15.3574166667;17.056625
Tripoli;19.0404;20.6188
